t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,2.179018328561660667e+01,7.958473147186978736e+00,2.025134356719641460e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.090108339476704913e+01,5.000000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,7.931390642258998014e+01,-1.015964373284878093e+02,7.228253090589782914e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.090823197349785545e+01,5.000000000000000000e+01
2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,7.929832953851237676e+01,-9.646173497056791746e+01,6.716340543205554070e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.092217849490999271e+01,5.000000000000000000e+01
3.000000000000000000e+00,1.000000000000000000e+00,4.999999999999999289e+01,7.926793981273566203e+01,-9.165996965248714901e+01,6.239202983975147987e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.094258758579898227e+01,5.000000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,7.922346802961926926e+01,-8.716799296686846787e+01,5.794452493724919862e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.096913848211551823e+01,5.000000000000000000e+01
5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000711e+01,7.916561313990580118e+01,-8.296428145433853274e+01,5.379866831443273867e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.100152440320578506e+01,5.000000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000711e+01,7.909504362426275748e+01,-7.902882223110816540e+01,4.993377860684541503e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.103945195278927116e+01,5.000000000000000000e+01
7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,7.901239879856289861e+01,-7.534300667750815705e+01,4.633060787894525845e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.108264054553180955e+01,5.000000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+00,4.999999999999999289e+01,7.891829006339213493e+01,-7.188953161889719468e+01,4.297124155550505265e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.113082185812069014e+01,5.000000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+00,4.999999999999999289e+01,7.881330210016679416e+01,-6.865230747048161675e+01,3.983900537031481548e+01,0.000000000000000000e+00,8.729999999999999716e+01,5.118373930379544134e+01,5.000000000000000000e+01
