t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.952702676593111448e+02,1.181463383710238730e+02,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.869266812062659255e+02,1.098027519179786538e+02,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.791723253282794133e+02,1.020483960399921415e+02,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000001421e+01,1.271239292882872718e+02,-1.719655881031239346e+02,9.484165881483667704e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000001421e+01,1.271239292882872718e+02,-1.652677962749356766e+02,8.814386698664841902e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.590430077233068289e+02,8.191907843501955711e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.532578185883720323e+02,7.613388930008476052e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.271239292882872718e+02,-1.478811840168716287e+02,7.075725472858435694e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.896000000000000085e+01,5.000000000000000000e+01
8.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.268406569055742494e+02,-1.423377117181808558e+02,6.549705481260660633e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.908999999999999986e+01,5.000000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000711e+01,1.264920139730043900e+02,-1.370395942547509947e+02,6.054758028174661177e+01,0.000000000000000000e+00,7.729999999999999716e+01,1.925000000000000000e+01,5.000000000000000000e+01
